,CODE_GENDER,EXT_SOURCE_3,EMERGENCYSTATE_MODE,OCCUPATION_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,WALLSMATERIAL_MODE,REGION_RATING_CLIENT,TARGET
77243,F,0.4884551844437485,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
77244,F,0.5762088360175724,No,Accountants,Commercial associate,Higher education,Block,2.0,0
77259,F,0.8128226070575616,No,Accountants,Commercial associate,Secondary / secondary special,Panel,2.0,0
77302,M,0.7503751495159068,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
77311,F,0.5726825047161584,No,Laborers,State servant,Secondary / secondary special,Panel,2.0,0
77333,F,0.6594055320683344,No,Accountants,Commercial associate,Secondary / secondary special,"Stone, brick",3.0,0
77343,F,0.5460231970049609,No,Cleaning staff,Commercial associate,Secondary / secondary special,Others,2.0,0
77344,M,0.3807996826489149,No,Core staff,Working,Higher education,Panel,2.0,1
77347,F,0.8245949709919925,No,High skill tech staff,Working,Higher education,"Stone, brick",2.0,0
77356,M,0.5884877883422673,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
77368,F,0.0600353828621645,No,Accountants,Working,Secondary / secondary special,"Stone, brick",2.0,0
77373,M,0.4956658291397297,No,Security staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
77382,M,0.5478104658520093,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
77395,F,0.3360615207658242,No,Laborers,Working,Incomplete higher,Panel,1.0,0
77419,F,0.5226973172821112,No,Core staff,Working,Higher education,Panel,2.0,0
77434,F,0.7338145369642702,No,Cleaning staff,Working,Incomplete higher,"Stone, brick",2.0,0
77463,F,0.6610235391308081,No,Laborers,Working,Secondary / secondary special,Panel,3.0,0
77466,F,0.4902575124990026,No,Medicine staff,State servant,Secondary / secondary special,Block,2.0,0
77469,F,0.7209441499436497,No,Core staff,Working,Secondary / secondary special,Panel,3.0,0
77480,F,0.1214082861631216,No,Managers,Commercial associate,Higher education,Panel,2.0,0
77496,M,0.2539628093363117,No,Managers,Working,Higher education,Panel,3.0,0
77515,F,0.5513812618027899,No,Managers,Commercial associate,Higher education,Block,2.0,0
77529,M,0.7001838506835805,No,Laborers,Working,Secondary / secondary special,Block,1.0,0
77561,F,0.6863823354047934,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
77568,F,0.4436153084085652,No,Medicine staff,Working,Secondary / secondary special,Block,2.0,0
77571,F,0.7662336700704004,No,Cleaning staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
77573,F,0.7700870700124128,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
77588,F,0.3706496323299817,No,Security staff,Working,Secondary / secondary special,Wooden,2.0,0
77601,M,0.6296742509538716,No,Laborers,Commercial associate,Higher education,Panel,2.0,0
77609,M,0.5656079814115492,No,Medicine staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
77611,F,0.3312508645909018,Yes,Laborers,Working,Secondary / secondary special,Mixed,2.0,0
77622,F,0.2881295999178507,No,Core staff,Working,Higher education,Panel,2.0,0
77628,F,0.7726311345553628,No,Laborers,Working,Higher education,"Stone, brick",2.0,0
77634,M,0.5602843280409464,No,Managers,Commercial associate,Higher education,Panel,2.0,0
77641,F,0.6894791426446275,No,Accountants,Commercial associate,Higher education,"Stone, brick",3.0,0
77649,M,0.501075160239048,No,Managers,Working,Higher education,"Stone, brick",1.0,1
77656,F,0.7662336700704004,No,Security staff,Working,Secondary / secondary special,Block,2.0,0
77664,F,0.2955826421513093,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
77679,F,0.7751552674785404,No,Core staff,Working,Higher education,Panel,2.0,0
77717,M,0.6769925032909132,No,Security staff,Working,Academic degree,Panel,3.0,0
77747,M,0.8128226070575616,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
77774,F,0.3376727217405312,No,Laborers,Working,Secondary / secondary special,Block,2.0,0
77775,M,0.4992720153045617,No,Laborers,Working,Secondary / secondary special,"Stone, brick",3.0,0
77799,M,0.2127563054543414,No,IT staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
77802,F,0.6848276586890367,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
77804,M,0.4920600938649263,No,Managers,Commercial associate,Higher education,Panel,2.0,0
77808,F,0.4848514754962666,No,High skill tech staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
77813,F,0.3791004853998145,No,Cleaning staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
77816,F,0.4101025731788671,No,Medicine staff,Working,Secondary / secondary special,Block,3.0,0
77819,F,0.4436153084085652,No,Core staff,Commercial associate,Higher education,Others,3.0,0
77823,F,0.1359510441732951,No,Cooking staff,Working,Higher education,"Stone, brick",1.0,0
77825,F,0.3927738606031339,No,Core staff,State servant,Secondary / secondary special,"Stone, brick",2.0,0
77827,F,0.6446794549585961,No,Cleaning staff,Commercial associate,Higher education,Panel,2.0,0
77831,F,0.363945238612397,No,Cooking staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
77837,F,0.4014074137749511,No,Sales staff,Working,Lower secondary,Block,3.0,1
77844,F,0.1368005219117748,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
77849,F,0.722392890081304,No,Accountants,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
77867,F,0.7992967832109371,No,Laborers,Working,Higher education,"Stone, brick",3.0,0
77883,M,0.1455428133497032,No,Security staff,Working,Secondary / secondary special,Panel,2.0,0
77887,M,0.5989262182569273,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
77898,F,0.3077366963789207,No,Laborers,Working,Secondary / secondary special,Panel,3.0,0
77927,F,0.1285043773724039,No,Cooking staff,Commercial associate,Secondary / secondary special,"Stone, brick",3.0,0
77937,F,0.0489258667628439,No,High skill tech staff,Working,Secondary / secondary special,Panel,2.0,1
77940,F,0.5620604831738043,No,High skill tech staff,Commercial associate,Higher education,"Stone, brick",1.0,0
77941,F,0.7352209993926424,No,Accountants,Commercial associate,Higher education,"Stone, brick",3.0,0
77959,F,0.0580323087789702,No,Medicine staff,Commercial associate,Higher education,"Stone, brick",2.0,1
77976,F,0.4740512892789932,No,Accountants,State servant,Higher education,Panel,2.0,0
78000,F,0.0444355655900398,No,Accountants,Working,Secondary / secondary special,Block,2.0,1
78020,M,0.2263473957097693,No,Managers,Working,Secondary / secondary special,"Stone, brick",3.0,0
78027,F,0.237916079507114,No,Core staff,State servant,Higher education,"Stone, brick",1.0,0
78035,M,0.6594055320683344,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
78037,F,0.3672910183026313,No,Core staff,Commercial associate,Higher education,"Stone, brick",2.0,0
78047,F,0.5352762504724826,No,Cleaning staff,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
78074,M,0.5352762504724826,No,Managers,State servant,Higher education,Panel,1.0,0
78081,F,0.6894791426446275,No,Security staff,Working,Secondary / secondary special,Wooden,2.0,0
78083,F,0.6863823354047934,No,Managers,Commercial associate,Higher education,"Stone, brick",2.0,1
78089,F,0.5424451438613613,No,Accountants,Commercial associate,Higher education,"Stone, brick",2.0,0
78106,F,0.3523399726917038,No,Sales staff,Commercial associate,Higher education,Block,2.0,0
78108,F,0.5226973172821112,No,Core staff,Working,Higher education,Block,2.0,0
78117,F,0.3154721549257734,No,Laborers,Commercial associate,Secondary / secondary special,Block,2.0,1
78128,M,0.1385128770585923,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
78142,F,0.7032033049040319,No,Core staff,Working,Secondary / secondary special,Wooden,2.0,0
78149,F,0.434733248750173,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
78174,F,0.7801436381572275,No,Sales staff,Working,Higher education,"Stone, brick",2.0,0
78178,F,0.6832688314232291,No,Sales staff,Working,Higher education,Panel,1.0,0
78188,F,0.2910973802776635,No,Managers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
78213,F,0.7490217048463391,No,Accountants,Working,Higher education,Panel,2.0,0
78217,M,0.3046721837533529,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
78224,M,0.7366226976503176,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
78240,F,0.0005272652387098,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
78254,M,0.3031463744186309,No,Laborers,Working,Secondary / secondary special,Panel,2.0,1
78258,M,0.6109913280868294,No,Drivers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
78267,F,0.3360615207658242,No,Sales staff,Working,Higher education,Panel,2.0,0
78269,F,0.0932250953774744,No,Managers,Working,Higher education,"Stone, brick",1.0,0
78279,M,0.2622489709189549,No,Low-skill Laborers,Working,Higher education,"Stone, brick",1.0,0
78282,M,0.4794489811780563,No,Drivers,Commercial associate,Incomplete higher,Block,2.0,0
78294,F,0.4223696523543468,No,Core staff,State servant,Secondary / secondary special,Panel,2.0,0
78308,F,0.5762088360175724,No,High skill tech staff,Commercial associate,Higher education,Block,2.0,0
78328,M,0.7165702448010511,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",3.0,0
78334,M,0.1929422277169508,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
78343,F,0.1285043773724039,No,Cleaning staff,State servant,Secondary / secondary special,"Stone, brick",2.0,0
78360,M,0.6109913280868294,No,Laborers,Commercial associate,Lower secondary,Block,1.0,0
78396,F,0.2115507642052577,No,Cleaning staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
78407,M,0.4632753280912678,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
78423,M,0.6986675550534175,No,Drivers,Working,Secondary / secondary special,Others,2.0,0
78447,M,0.6212263380626669,No,Security staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
78497,F,0.5797274227921155,No,Accountants,Commercial associate,Higher education,"Stone, brick",2.0,0
78501,F,0.6722428897082422,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,1.0,0
78511,F,0.2735646775174348,No,High skill tech staff,Working,Secondary / secondary special,Panel,2.0,0
78530,M,0.8061492814355136,No,Cleaning staff,Working,Secondary / secondary special,Panel,1.0,0
78540,F,0.4543210601605785,No,Core staff,Commercial associate,Secondary / secondary special,Wooden,3.0,0
78545,F,0.5620604831738043,No,Laborers,Working,Higher education,Panel,1.0,0
78551,M,0.6674577419214722,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
78570,F,0.4543210601605785,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
78590,F,0.3474182272002641,No,Core staff,Working,Secondary / secondary special,Panel,2.0,0
78604,M,0.2940831009471255,No,High skill tech staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
78618,F,0.2539628093363117,No,Sales staff,Working,Secondary / secondary special,Panel,1.0,0
78632,F,0.7001838506835805,No,Managers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
78633,F,0.8435435389318647,No,Managers,Working,Higher education,Block,3.0,0
78647,F,0.6413682574954046,No,Accountants,Commercial associate,Higher education,Panel,1.0,0
78669,M,0.2807895743848605,No,Private service staff,Commercial associate,Higher education,Panel,3.0,0
78678,F,0.6706517530862718,No,Core staff,Working,Higher education,Panel,2.0,0
78685,M,0.5744466170995097,No,Managers,Commercial associate,Higher education,Panel,2.0,0
78694,F,0.7583930617144343,No,Managers,Working,Secondary / secondary special,"Stone, brick",2.0,0
78695,M,0.6738300778602003,No,Core staff,State servant,Higher education,Panel,2.0,0
78702,F,0.6690566947824041,No,Core staff,Working,Higher education,Panel,2.0,0
78705,F,0.2650494299443805,No,Medicine staff,Working,Secondary / secondary special,Panel,2.0,0
78759,M,0.228883416700673,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
78772,M,0.3774042489507649,No,Security staff,Working,Secondary / secondary special,Panel,2.0,0
78787,F,0.3409064264152384,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
78788,F,0.6642482627052363,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",1.0,0
78794,M,0.6879328378491735,No,Laborers,Working,Secondary / secondary special,Panel,1.0,0
78814,F,0.3328505641648731,No,Secretaries,Commercial associate,Higher education,"Stone, brick",2.0,0
78815,F,0.4170996682522097,No,Managers,Commercial associate,Higher education,Panel,1.0,0
78844,F,0.1873887653772306,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
78852,M,0.6528965519806539,No,Laborers,Working,Higher education,"Stone, brick",2.0,0
78877,F,0.4884551844437485,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
78901,F,0.520897599048938,No,Core staff,Working,Higher education,Panel,2.0,0
78921,M,0.5172965813614878,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
78924,F,0.4740512892789932,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
78935,F,0.5262949398096192,No,Sales staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
78947,F,0.0472748180273464,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
78953,F,0.7713615919194317,No,Cooking staff,Working,Secondary / secondary special,Panel,2.0,0
78962,M,0.5867400085415683,No,Laborers,Working,Higher education,"Stone, brick",2.0,0
78998,F,0.3825018041447388,No,Cooking staff,Working,Secondary / secondary special,Panel,2.0,0
79010,M,0.5919766183185521,No,Low-skill Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
79022,M,0.470456116119975,No,High skill tech staff,Working,Secondary / secondary special,Panel,2.0,1
79037,M,0.2822484337007223,No,Managers,Working,Secondary / secondary special,"Stone, brick",2.0,0
79049,F,0.6363761710860439,No,Sales staff,Commercial associate,Secondary / secondary special,"Stone, brick",3.0,0
79052,F,0.7032033049040319,No,Drivers,Commercial associate,Higher education,Panel,2.0,0
79067,F,0.6313545365850379,No,Sales staff,Working,Higher education,Wooden,2.0,0
79085,M,0.4014074137749511,No,Laborers,Working,Secondary / secondary special,"Stone, brick",1.0,0
79086,M,0.2778856891082046,No,High skill tech staff,Working,Higher education,"Stone, brick",3.0,0
79090,F,0.6706517530862718,No,Laborers,Working,Secondary / secondary special,"Stone, brick",1.0,0
79100,M,0.4241303111942548,No,Managers,Commercial associate,Higher education,Monolithic,2.0,0
79119,F,0.6430255641096323,No,Medicine staff,State servant,Secondary / secondary special,Panel,2.0,0
79129,M,0.7165702448010511,No,Security staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
79130,F,0.7016957740576931,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
79161,F,0.5902333386185574,No,High skill tech staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
79163,F,0.8357765157975799,No,Core staff,Working,Secondary / secondary special,Panel,2.0,0
79174,M,0.1538025863067176,No,Core staff,Commercial associate,Higher education,Panel,2.0,0
79178,M,0.4329616670974407,No,Laborers,Working,Higher education,Panel,3.0,0
79197,M,0.5406544504453575,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
79215,M,0.6479768603302221,No,Managers,Commercial associate,Higher education,Panel,2.0,0
79219,M,0.4471785780453068,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
79223,F,0.3425288720742255,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
